Price,Address,City,Bedrooms,Baths,Area,Type
90000000,"Bahria Enclave - Sector A, Bahria Enclave",Islamabad,7,6,1.00 Kanal,House
41500000,"I-10, Islamabad",Islamabad,5,5,6 Marla,House
40000000,"I-10, Islamabad",Islamabad,5,4,6 Marla,House
35000000,"I-10, Islamabad",Islamabad,5,4,5 Marla,House
43000000,"I-10, Islamabad",Islamabad,5,4,6 Marla,House
31500000,"I-10, Islamabad",Islamabad,4,3,6 Marla,House
42000000,"Top City 1 - Block A, Top City 1",Islamabad,5,6,10 Marla,House
25500000,"I-14, Islamabad",Islamabad,4,4,5.6 Marla,House
60000000,"Eighteen, Kashmir Highway",Islamabad,4,5,10 Marla,House
26000000,"D-17, Islamabad",Islamabad,5,6,6.6 Marla,House
42500000,"D-12, Islamabad",Islamabad,3,4,4.4 Marla,House
85000000,"DHA Phase 3 - Block B, DHA Defence Phase 3",Islamabad,6,6,1.00 Kanal,House
39000000,"Top City 1 - Block A, Top City 1",Islamabad,5,5,10 Marla,House
41000000,"Soan Garden, Islamabad",Islamabad,7,6,10 Marla,House
83000000,"G-13, Islamabad",Islamabad,7,6,10.9 Marla,House
38000000,"Soan Garden, Islamabad",Islamabad,7,6,10 Marla,House
18500000,"Capital Residencia, Margalla Hills-2",Islamabad,3,3,7.6 Marla,House
38000000,"Jinnah Gardens Phase 1, Jinnah Gardens",Islamabad,7,7,10 Marla,House
360000000,"F-8/3, F-8",Islamabad,5,5,1.77 Kanal,House
550000000,"E-7, Islamabad",Islamabad,6,6,2.00 Kanal,House
35000000,"PWD Housing Scheme, Islamabad",Islamabad,6,6,7 Marla,House
44000000,"D-12/1, D-12",Islamabad,3,5,4 Marla,House
95000000,"DHA Phase 2 - Sector D, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
397500000,"F-7, Islamabad",Islamabad,6,6,1.35 Kanal,House
200000000,"D-12, Islamabad",Islamabad,9,6,1.00 Kanal,House
155000000,"D-12, Islamabad",Islamabad,5,5,14 Marla,House
82500000,"G-9/1, G-9",Islamabad,5,4,14 Marla,House
62500000,"Eighteen, Kashmir Highway",Islamabad,4,5,10 Marla,House
200000000,"F-10, Islamabad",Islamabad,6,6,1.27 Kanal,House
190000000,"F-10, Islamabad",Islamabad,8,6,1.11 Kanal,House
28000000,"Jinnah Gardens, FECHS",Islamabad,5,7,7 Marla,House
15000000,"Lehtarar Road, Islamabad",Islamabad,6,6,10 Marla,House
32500000,"Jinnah Gardens, FECHS",Islamabad,5,6,8 Marla,House
32000000,"Jinnah Gardens Phase 1, Jinnah Gardens",Islamabad,5,6,7 Marla,House
34000000,"G-13, Islamabad",Islamabad,2,3,4.4 Marla,House
78500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
28500000,"Faisal Town - F-18, Islamabad",Islamabad,4,5,8 Marla,House
75000000,"National Police Foundation O-9 - Block B, National Police Foundation O-9",Islamabad,7,6,1.00 Kanal,House
350000000,"F-7/3, F-7",Islamabad,5,5,1.17 Kanal,House
65000000,"G-14/4, G-14",Islamabad,5,6,9 Marla,House
52000000,"Bahria Enclave - Sector C1, Bahria Enclave",Islamabad,4,6,10 Marla,House
14500000,"B-17, Islamabad",Islamabad,3,3,4 Marla,House
230000000,"F-8, Islamabad",Islamabad,5,6,1.00 Kanal,House
850000000,"F-7, Islamabad",Islamabad,8,6,2.49 Kanal,House
6300000,"DHA Homes, DHA Valley",Islamabad,2,2,5 Marla,House
26000000,"DHA Phase 2 - Sector J, DHA Defence Phase 2",Islamabad,4,5,4 Marla,House
76000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
22000000,"Pakistan Town - Phase 2, Pakistan Town",Islamabad,5,4,5 Marla,House
34500000,"D-12/3, D-12",Islamabad,5,5,4.4 Marla,House
31500000,"Bahria Enclave - Sector N, Bahria Enclave",Islamabad,5,5,8 Marla,House
50000000,"Bahria Enclave - Sector A, Bahria Enclave",Islamabad,5,5,11 Marla,House
21500000,"Bahria Enclave - Sector H, Bahria Enclave",Islamabad,3,4,5 Marla,House
130000000,"DHA Phase 2 - Sector B, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
393000000,"F-8, Islamabad",Islamabad,7,6,2.13 Kanal,House
63000000,"B-17, Islamabad",Islamabad,6,6,1.00 Kanal,House
30000000,"B-17, Islamabad",Islamabad,5,6,7 Marla,House
28900000,"Bahria Enclave - Sector H, Bahria Enclave",Islamabad,4,5,7 Marla,House
74000000,"G-13/1, G-13",Islamabad,7,6,10.9 Marla,House
45000000,"Soan Garden - Block A, Soan Garden",Islamabad,6,6,12 Marla,House
39800000,"Bahria Enclave - Sector N, Bahria Enclave",Islamabad,5,6,8 Marla,House
26500000,"Korang Town, Islamabad",Islamabad,4,6,5 Marla,House
97500000,"G-13/3, G-13",Islamabad,7,6,14.2 Marla,House
28000000,"Gulshan-e-Sehat 1, E-18",Islamabad,6,6,10 Marla,House
48000000,"Bahria Enclave - Sector A, Bahria Enclave",Islamabad,5,5,10 Marla,House
22500000,"Jinnah Gardens, FECHS",Islamabad,4,4,7 Marla,House
71500000,"DHA Defence Phase 1, DHA Defence",Islamabad,5,6,1.00 Kanal,House
26500000,"Soan Garden, Islamabad",Islamabad,5,6,7 Marla,House
33500000,"Soan Garden - Block H, Soan Garden",Islamabad,6,6,10.2 Marla,House
41000000,"Soan Garden - Block H, Soan Garden",Islamabad,6,6,10 Marla,House
21500000,"G-11/3, G-11",Islamabad,3,3,4.9 Marla,House
33000000,"DHA Defence Phase 2, DHA Defence",Islamabad,3,4,5.5 Marla,House
230000000,"F-10/3, F-10",Islamabad,8,6,1.33 Kanal,House
71500000,"G-6/1, G-6",Islamabad,6,5,9.3 Marla,House
35000000,"Bani Gala, Islamabad",Islamabad,6,6,12 Marla,House
20000000,"C-17, Islamabad",Islamabad,6,6,8 Marla,House
15500000,"Multi Residencia & Orchards, Islamabad",Islamabad,6,6,8 Marla,House
25000000,"Bani Gala, Islamabad",Islamabad,6,6,8 Marla,House
29000000,"G-15, Islamabad",Islamabad,6,6,8 Marla,House
85000000,"Bahria Garden City - Zone 4, Bahria Garden City",Islamabad,5,5,1.50 Kanal,House
45000000,"Soan Garden, Islamabad",Islamabad,6,6,11 Marla,House
31000000,"Jinnah Gardens, FECHS",Islamabad,4,6,7 Marla,House
35000000,"Soan Garden, Islamabad",Islamabad,6,6,8 Marla,House
19500000,"Ghauri Town Phase 5B, Ghauri Town",Islamabad,4,6,6 Marla,House
117500000,"DHA Phase 2 - Sector H, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
640000000,"G-6/3, G-6",Islamabad,8,6,3.26 Kanal,House
250000000,"G-6, Islamabad",Islamabad,6,6,1.20 Kanal,House
85000000,"G-13/1, G-13",Islamabad,7,6,14.2 Marla,House
270000000,"F-8, Islamabad",Islamabad,8,6,1.33 Kanal,House
60000000,"G-9/4, G-9",Islamabad,4,4,6 Marla,House
137500000,"G-9/4, G-9",Islamabad,7,6,15.1 Marla,House
28200000,"MPCHS - Block C, MPCHS - Multi Gardens",Islamabad,4,5,7 Marla,House
87500000,"G-13, Islamabad",Islamabad,7,6,14 Marla,House
32000000,"Faisal Town - F-18, Islamabad",Islamabad,4,6,7 Marla,House
21000000,"Bahria Enclave, Bahria Town",Islamabad,3,4,5 Marla,House
50000000,"E-11/2, E-11",Islamabad,6,6,6.5 Marla,House
7000000,"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",Islamabad,2,2,5 Marla,House
102500000,"G-13, Islamabad",Islamabad,7,6,14.2 Marla,House
74000000,"Bani Gala, Islamabad",Islamabad,5,6,1.25 Kanal,House
8848000,"B-17, Islamabad",Islamabad,2,2,3.5 Marla,House
170500000,"G-11, Islamabad",Islamabad,6,6,1.00 Kanal,House
120500000,"G-11, Islamabad",Islamabad,7,6,14.2 Marla,House
47000000,"G-13/2, G-13",Islamabad,6,6,8 Marla,House
120000000,"G-10/2, G-10",Islamabad,6,6,13.3 Marla,House
95000000,"G-9/1, G-9",Islamabad,6,6,14 Marla,House
82500000,"G-9/1, G-9",Islamabad,6,5,14 Marla,House
39000000,"Bahria Enclave - Sector M, Bahria Enclave",Islamabad,5,6,10 Marla,House
240000000,"F-8, Islamabad",Islamabad,5,6,1.06 Kanal,House
270000000,"F-8, Islamabad",Islamabad,6,6,1.20 Kanal,House
53000000,"Bahria Enclave - Sector C1, Bahria Enclave",Islamabad,5,6,10 Marla,House
240000000,"F-8, Islamabad",Islamabad,5,6,1.14 Kanal,House
39500000,"Gulberg Residencia - Block J, Gulberg Residencia",Islamabad,5,5,7 Marla,House
16500000,"Gulberg Greens - Block A, Gulberg Greens",Islamabad,2,2,6.1 Marla,House
34500000,"Soan Garden - Block H Extension, Soan Garden",Islamabad,7,6,10 Marla,House
80000000,"Naval Anchorage, Islamabad",Islamabad,6,6,1.00 Kanal,House
45000000,"I-10, Islamabad",Islamabad,5,5,6 Marla,House
170000000,"G-11, Islamabad",Islamabad,5,6,1.00 Kanal,House
36000000,"I-10, Islamabad",Islamabad,4,3,6 Marla,House
52500000,"I-10, Islamabad",Islamabad,5,5,6 Marla,House
33000000,"I-10, Islamabad",Islamabad,5,5,5 Marla,House
350000000,"F-7, Islamabad",Islamabad,5,6,1.20 Kanal,House
268000000,"F-7, Islamabad",Islamabad,5,6,1.24 Kanal,House
22000000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,4,4,5 Marla,House
21500000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,4,4,5 Marla,House
210000000,"F-8, Islamabad",Islamabad,4,5,1.06 Kanal,House
250000000,"F-8, Islamabad",Islamabad,6,6,1.00 Kanal,House
380000000,"F-7, Islamabad",Islamabad,6,6,1.33 Kanal,House
350000000,"F-7, Islamabad",Islamabad,4,5,2.00 Kanal,House
230000000,"F-7, Islamabad",Islamabad,6,6,1.24 Kanal,House
350000000,"F-7, Islamabad",Islamabad,6,6,1.24 Kanal,House
18500000,"I-14, Islamabad",Islamabad,4,4,5 Marla,House
46500000,"Faisal Town - F-18, Islamabad",Islamabad,7,6,14 Marla,House
32000000,"Jinnah Gardens, FECHS",Islamabad,5,6,8 Marla,House
36000000,"Soan Garden - Block H Extension, Soan Garden",Islamabad,6,6,10.1 Marla,House
42500000,"F-17, Islamabad",Islamabad,5,5,14.2 Marla,House
92000000,"DHA Defence Phase 2, DHA Defence",Islamabad,5,6,1.00 Kanal,House
14000000,"D-17, Islamabad",Islamabad,2,3,7.2 Marla,House
34000000,"Soan Garden, Islamabad",Islamabad,7,6,10 Marla,House
350000000,"F-8, Islamabad",Islamabad,6,6,1.77 Kanal,House
225000000,"F-8, Islamabad",Islamabad,5,6,1.00 Kanal,House
40000000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,6,6,1.00 Kanal,House
41000000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,6,6,1.00 Kanal,House
21000000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,4,4,5 Marla,House
59500000,"Bahria Enclave - Sector A, Bahria Enclave",Islamabad,5,6,10 Marla,House
300000000,"F-7, Islamabad",Islamabad,7,6,1.24 Kanal,House
200000000,"F-6, Islamabad",Islamabad,4,5,0.97 Kanal,House
40000000,"Bahria Enclave, Bahria Town",Islamabad,6,6,9 Marla,House
96000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
92500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
52500000,"Bahria Enclave - Sector C1, Bahria Enclave",Islamabad,5,6,10 Marla,House
21500000,"D-17, Islamabad",Islamabad,5,6,7.5 Marla,House
28000000,"MPCHS - Block C, MPCHS - Multi Gardens",Islamabad,5,5,7 Marla,House
60000000,"Soan Garden - Block E, Soan Garden",Islamabad,6,6,1.00 Kanal,House
25500000,"B-17, Islamabad",Islamabad,4,6,8 Marla,House
52000000,"Bahria Enclave - Sector C1, Bahria Enclave",Islamabad,5,6,10 Marla,House
48000000,"Bahria Enclave, Bahria Town",Islamabad,5,5,10 Marla,House
70000000,"Soan Garden, Islamabad",Islamabad,7,6,1.00 Kanal,House
17000000,"MPCHS - Block F, MPCHS - Multi Gardens",Islamabad,3,4,5 Marla,House
42500000,"Top City 1, Islamabad",Islamabad,5,6,10 Marla,House
275000000,"F-8, Islamabad",Islamabad,5,6,1.24 Kanal,House
200000000,"F-6, Islamabad",Islamabad,4,4,16 Marla,House
17800000,"Jinnah Gardens Phase 1, Jinnah Gardens",Islamabad,3,3,5 Marla,House
138000000,"G-9, Islamabad",Islamabad,7,6,14.2 Marla,House
240000000,"F-10, Islamabad",Islamabad,5,5,1.20 Kanal,House
79000000,"DHA Defence Phase 2, DHA Defence",Islamabad,5,6,1.00 Kanal,House
160000000,"DHA Defence Phase 2, DHA Defence",Islamabad,9,6,1.50 Kanal,House
115000000,"Bahria Enclave - Sector C, Bahria Enclave",Islamabad,5,6,1.00 Kanal,House
11500000,"D-17, Islamabad",Islamabad,3,3,3.5 Marla,House
73500000,"Top City 1, Islamabad",Islamabad,6,6,1.00 Kanal,House
30000000,"PWD Housing Scheme, Islamabad",Islamabad,4,4,10 Marla,House
100000000,"F-11/3, F-11",Islamabad,4,3,10 Marla,House
220000000,"F-11/2, F-11",Islamabad,6,6,1.33 Kanal,House
36000000,"Top City 1, Islamabad",Islamabad,3,3,8 Marla,House
52500000,"Bani Gala, Islamabad",Islamabad,4,4,15 Marla,House
34500000,"Bani Gala, Islamabad",Islamabad,4,4,10 Marla,House
600000000,"F-7, Islamabad",Islamabad,7,6,2.00 Kanal,House
320000000,"F-6, Islamabad",Islamabad,6,6,1.33 Kanal,House
200000000,"F-10, Islamabad",Islamabad,6,6,1.11 Kanal,House
33000000,"G-13, Islamabad",Islamabad,3,4,4.4 Marla,House
77000000,"G-13/1, G-13",Islamabad,6,6,10 Marla,House
85000000,"G-13, Islamabad",Islamabad,7,6,14 Marla,House
99500000,"DHA Phase 2 - Sector B, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
580000000,"E-7, Islamabad",Islamabad,9,6,2.00 Kanal,House
111000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
26000000,"Federation Housing Society - O-9, National Police Foundation O-9",Islamabad,4,5,10 Marla,House
24500000,"D-17, Islamabad",Islamabad,5,6,8 Marla,House
140000000,"F-10, Islamabad",Islamabad,4,4,1.02 Kanal,House
87500000,"Naval Anchorage, Islamabad",Islamabad,8,6,1.00 Kanal,House
30500000,"Soan Garden - Block H, Soan Garden",Islamabad,4,5,10 Marla,House
45000000,"Soan Garden - Block H, Soan Garden",Islamabad,5,6,10 Marla,House
40000000,"Abdullah Garden, Islamabad",Islamabad,6,6,10 Marla,House
18000000,"I-16, Islamabad",Islamabad,4,4,5 Marla,House
42500000,"PWD Housing Scheme, Islamabad",Islamabad,8,6,12 Marla,House
38000000,"F-10, Islamabad",Islamabad,6,6,4 Marla,House
100000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
70000000,"DHA Phase 2 - Sector G, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
8500000,"Ghauri Town Phase 4 C2, Ghauri Town",Islamabad,2,3,5 Marla,House
46000000,"G-14, Islamabad",Islamabad,5,5,5.6 Marla,House
90000000,"DHA Phase 1 - Sector E, DHA Defence Phase 1",Islamabad,6,6,1.00 Kanal,House
83500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
117500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
950000000,"E-7, Islamabad",Islamabad,5,6,2.13 Kanal,House
28000000,"Bahria Enclave, Bahria Town",Islamabad,3,4,5 Marla,House
640000000,"E-7, Islamabad",Islamabad,6,6,1.60 Kanal,House
85000000,"G-13, Islamabad",Islamabad,6,6,14 Marla,House
12000000,"Jhangi Syedan, Islamabad",Islamabad,4,4,5.5 Marla,House
40000000,"E-11, Islamabad",Islamabad,4,4,6 Marla,House
52500000,"Bani Gala, Islamabad",Islamabad,5,5,15 Marla,House
59500000,"DHA Phase 2 - Sector J, DHA Defence Phase 2",Islamabad,4,4,10 Marla,House
120000000,"D-12 Markaz, D-12",Islamabad,6,6,10 Marla,House
240000000,"D-12, Islamabad",Islamabad,7,6,1.00 Kanal,House
70000000,"G-15, Islamabad",Islamabad,10,6,1.00 Kanal,House
28000000,"G-15, Islamabad",Islamabad,5,6,7 Marla,House
36000000,"CBR Town Phase 1, CBR Town",Islamabad,5,6,7 Marla,House
89500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
34000000,"Zaraj Housing Scheme, Islamabad",Islamabad,4,5,14 Marla,House
35000000,"DHA Defence Phase 2, DHA Defence",Islamabad,4,4,5.5 Marla,House
26000000,"Jinnah Gardens, FECHS",Islamabad,5,6,7 Marla,House
105000000,"Bahria Enclave, Bahria Town",Islamabad,5,6,1.00 Kanal,House
60000000,"G-15/1, G-15",Islamabad,8,6,1.10 Kanal,House
220000000,"F-7, Islamabad",Islamabad,5,6,1.06 Kanal,House
260000000,"F-8, Islamabad",Islamabad,5,6,1.02 Kanal,House
240000000,"F-8, Islamabad",Islamabad,6,6,1.14 Kanal,House
14000000,"H-13, Islamabad",Islamabad,4,3,5 Marla,House
13799999,"DHA Homes, DHA Valley",Islamabad,3,4,8 Marla,House
6400000,"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",Islamabad,2,2,5 Marla,House
290000000,"E-7, Islamabad",Islamabad,5,6,1.00 Kanal,House
33000000,"I-10/1, I-10",Islamabad,5,5,5 Marla,House
50000000,"Soan Garden - Block F, Soan Garden",Islamabad,9,6,1.00 Kanal,House
65000000,"G-11/3, G-11",Islamabad,5,5,8 Marla,House
31000000,"Soan Garden - Block H Extension, Soan Garden",Islamabad,6,6,10 Marla,House
34500000,"I-11/2, I-11",Islamabad,5,6,6 Marla,House
257500000,"F-7, Islamabad",Islamabad,6,6,1.00 Kanal,House
6625000,"Kashmir Highway, Islamabad",Islamabad,2,2,5 Marla,House
115000000,"Bahria Enclave, Bahria Town",Islamabad,5,6,1.00 Kanal,House
38000000,"Soan Garden - Block H, Soan Garden",Islamabad,7,6,10 Marla,House
60000000,"Soan Garden - Block D, Soan Garden",Islamabad,7,6,1.00 Kanal,House
260000000,"F-8, Islamabad",Islamabad,5,6,1.00 Kanal,House
360000000,"F-8, Islamabad",Islamabad,5,6,1.77 Kanal,House
650000000,"F-8, Islamabad",Islamabad,10,6,3.55 Kanal,House
42500000,"G-8/1, G-8",Islamabad,4,2,6 Marla,House
43000000,"Bahria Enclave - Sector B1, Bahria Enclave",Islamabad,7,5,8 Marla,House
120000000,"PWD Housing Scheme, Islamabad",Islamabad,11,6,1.00 Kanal,House
15500000,"Pakistan Town - Phase 1, Pakistan Town",Islamabad,2,2,5 Marla,House
8300000,"Ghauri Town Phase 4A, Ghauri Town",Islamabad,3,3,3.3 Marla,House
195000000,"F-6/1, F-6",Islamabad,5,4,17.8 Marla,House
90000000,"G-10/1, G-10",Islamabad,6,6,10 Marla,House
125000000,"DHA Phase 2 - Sector C, DHA Defence Phase 2",Islamabad,6,6,1.00 Kanal,House
41000000,"G-14/4, G-14",Islamabad,4,4,5 Marla,House
29000000,"I-10, Islamabad",Islamabad,4,4,5 Marla,House
30000000,"G-15, Islamabad",Islamabad,5,6,8 Marla,House
84000000,"DHA Defence Phase 2, DHA Defence",Islamabad,5,6,1.05 Kanal,House
26000000,"Bahria Enclave, Bahria Town",Islamabad,3,3,5 Marla,House
33500000,"Soan Garden - Block H, Soan Garden",Islamabad,5,6,8 Marla,House
35000000,"G-13, Islamabad",Islamabad,5,5,4 Marla,House
74000000,"G-13, Islamabad",Islamabad,7,6,10.9 Marla,House
72500000,"G-13/1, G-13",Islamabad,7,6,10 Marla,House
95500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
110000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
87000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
108000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,7,1.00 Kanal,House
82000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
50000000,"G-13/2, G-13",Islamabad,7,6,7 Marla,House
35000000,"Lehtarar Road, Islamabad",Islamabad,10,6,16 Marla,House
18500000,"B-17, Islamabad",Islamabad,3,4,5 Marla,House
62000000,"Emaar Canyon Views, Islamabad",Islamabad,5,4,1.20 Kanal,House
46000000,"I-10, Islamabad",Islamabad,5,5,6 Marla,House
44000000,"River Garden, Islamabad",Islamabad,7,6,10 Marla,House
32500000,"B-17, Islamabad",Islamabad,5,6,8 Marla,House
42500000,"I-9, Islamabad",Islamabad,6,6,5 Marla,House
200000000,"F-10, Islamabad",Islamabad,6,6,1.00 Kanal,House
300000000,"F-6/1, F-6",Islamabad,5,6,1.33 Kanal,House
45000000,"Soan Garden - Block F, Soan Garden",Islamabad,4,5,1.00 Kanal,House
23000000,"MPCHS - Multi Gardens, B-17",Islamabad,4,6,7 Marla,House
35000000,"MPCHS - Multi Gardens, B-17",Islamabad,6,6,10 Marla,House
30000000,"G-13/1, G-13",Islamabad,3,3,4 Marla,House
45000000,"G-13/2, G-13",Islamabad,5,6,7 Marla,House
65000000,"G-13/4, G-13",Islamabad,6,6,10 Marla,House
47000000,"G-14/4, G-14",Islamabad,4,5,5 Marla,House
34000000,"G-14/4, G-14",Islamabad,4,5,4 Marla,House
74000000,"G-13/1, G-13",Islamabad,5,6,10 Marla,House
26000000,"Bahria Enclave - Sector H, Bahria Enclave",Islamabad,3,3,5 Marla,House
18500000,"H-13, Islamabad",Islamabad,6,6,5 Marla,House
25000000,"I-14/1, I-14",Islamabad,7,6,6 Marla,House
24000000,"Shaheen Town Phase 2, Shaheen Town",Islamabad,8,6,7.5 Marla,House
150000000,"G-10/2, G-10",Islamabad,6,6,1.60 Kanal,House
79500000,"Naval Anchorage, Islamabad",Islamabad,6,6,1.00 Kanal,House
36000000,"I-11, Islamabad",Islamabad,5,6,6.6 Marla,House
35000000,"Soan Garden - Block H, Soan Garden",Islamabad,4,4,10 Marla,House
185000000,"F-11/3, F-11",Islamabad,5,6,1.00 Kanal,House
200000000,"F-8, Islamabad",Islamabad,4,5,1.00 Kanal,House
210000000,"F-8, Islamabad",Islamabad,8,6,1.24 Kanal,House
22799999,"MPCHS - Multi Gardens, B-17",Islamabad,4,5,8 Marla,House
16000000,"MPCHS - Multi Gardens, B-17",Islamabad,4,5,5 Marla,House
75000000,"G-13/4, G-13",Islamabad,7,7,10 Marla,House
95000000,"G-13/4, G-13",Islamabad,7,6,14.2 Marla,House
95000000,"G-13/4, G-13",Islamabad,6,6,14.2 Marla,House
23500000,"Bahria Enclave - Sector H, Bahria Enclave",Islamabad,3,3,5 Marla,House
46000000,"Bahria Enclave - Sector B2, Bahria Enclave",Islamabad,5,6,10 Marla,House
87500000,"DHA Defence Phase 2, DHA Defence",Islamabad,5,6,1.00 Kanal,House
57500000,"DHA Defence Phase 2, DHA Defence",Islamabad,5,6,12 Marla,House
74000000,"G-13/1, G-13",Islamabad,6,6,10 Marla,House
78000000,"G-13/2, G-13",Islamabad,6,6,10 Marla,House
67500000,"G-13/1, G-13",Islamabad,5,6,10 Marla,House
91500000,"G-13, Islamabad",Islamabad,7,6,14 Marla,House
36000000,"G-13, Islamabad",Islamabad,4,4,4 Marla,House
40000000,"MPCHS - Block A, MPCHS - Multi Gardens",Islamabad,6,6,10 Marla,House
27000000,"Bahria Enclave, Bahria Town",Islamabad,3,4,5 Marla,House
23500000,"Bahria Enclave, Bahria Town",Islamabad,3,4,5 Marla,House
24500000,"Bahria Enclave, Bahria Town",Islamabad,3,4,5 Marla,House
38500000,"Top City 1, Islamabad",Islamabad,6,6,10 Marla,House
15500000,"MPCHS - Multi Gardens, B-17",Islamabad,4,5,5 Marla,House
96500000,"G-13, Islamabad",Islamabad,6,6,14.2 Marla,House
75000000,"G-13, Islamabad",Islamabad,6,6,10 Marla,House
75000000,"E-11, Islamabad",Islamabad,6,6,14 Marla,House
23500000,"Jinnah Gardens Phase 1, Jinnah Gardens",Islamabad,3,4,8 Marla,House
75000000,"G-13/1, G-13",Islamabad,6,6,10.9 Marla,House
89500000,"G-13, Islamabad",Islamabad,8,6,14.2 Marla,House
50000000,"Bahria Enclave - Sector C2, Bahria Enclave",Islamabad,5,5,10 Marla,House
38000000,"Bahria Enclave - Sector C3, Bahria Enclave",Islamabad,5,5,9 Marla,House
28000000,"G-13, Islamabad",Islamabad,4,4,4 Marla,House
45000000,"Bahria Enclave - Sector C1, Bahria Enclave",Islamabad,5,5,10 Marla,House
92500000,"G-13/3, G-13",Islamabad,8,6,14.2 Marla,House
93000000,"G-13, Islamabad",Islamabad,7,6,14 Marla,House
37000000,"DHA Defence Phase 2, DHA Defence",Islamabad,4,5,5 Marla,House
170000000,"DHA Defence Phase 2, DHA Defence",Islamabad,8,6,1.50 Kanal,House
80000000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
117500000,"DHA Defence Phase 2, DHA Defence",Islamabad,6,6,1.00 Kanal,House
27500000,"Jinnah Gardens Phase 1, Jinnah Gardens",Islamabad,5,6,8 Marla,House
137500000,"G-9/4, G-9",Islamabad,7,6,16 Marla,House
59500000,"Bahria Enclave - Sector C, Bahria Enclave",Islamabad,6,6,1.00 Kanal,House
45000000,"D-12, Islamabad",Islamabad,4,4,5 Marla,House
750000000,"F-7/3, F-7",Islamabad,7,6,2.35 Kanal,House
75000000,"G-13, Islamabad",Islamabad,7,6,10 Marla,House
73000000,"G-13/1, G-13",Islamabad,7,6,10 Marla,House
92500000,"G-13/3, G-13",Islamabad,7,6,14.2 Marla,House
50000000,"G-13/3, G-13",Islamabad,5,6,8 Marla,House
76000000,"G-13/1, G-13",Islamabad,7,6,10.9 Marla,House
60000000,"Bahria Enclave - Sector A, Bahria Enclave",Islamabad,5,5,10 Marla,House
13500000,"Koral Chowk, Islamabad",Islamabad,4,4,5.8 Marla,House
27500000,"Bahria Enclave - Sector B1, Bahria Enclave",Islamabad,3,4,5 Marla,House
49000000,"G-15, Islamabad",Islamabad,7,6,12 Marla,House
46000000,"D-12, Islamabad",Islamabad,4,5,4.4 Marla,House
29500000,"I-10, Islamabad",Islamabad,4,4,4 Marla,House
640000000,"E-7, Islamabad",Islamabad,6,6,1.75 Kanal,House
480000000,"F-8, Islamabad",Islamabad,5,5,1.80 Kanal,House
430000000,"F-7, Islamabad",Islamabad,6,6,1.33 Kanal,House
600000000,"F-6, Islamabad",Islamabad,6,6,2.15 Kanal,House
33000000,"G-13/1, G-13",Islamabad,5,5,4.4 Marla,House
235000000,"F-8, Islamabad",Islamabad,5,6,1.06 Kanal,House
35500000,"F-17, Islamabad",Islamabad,6,7,14 Marla,House
82500000,"G-13, Islamabad",Islamabad,6,6,10 Marla,House
58000000,"G-13, Islamabad",Islamabad,5,6,8 Marla,House
137500000,"E-11/3, E-11",Islamabad,6,6,1.00 Kanal,House
88000000,"Gulberg Residencia, Gulberg",Islamabad,9,6,1.00 Kanal,House
16299999,"Bahria Enclave, Bahria Town",Islamabad,2,2,5.6 Marla,House
17500000,"I-14/2, I-14",Islamabad,2,3,5 Marla,House
570000000,"F-7, Islamabad",Islamabad,6,6,2.00 Kanal,House
680000000,"F-6, Islamabad",Islamabad,5,6,2.33 Kanal,House
465000000,"F-7, Islamabad",Islamabad,6,6,1.33 Kanal,House
400000000,"F-6, Islamabad",Islamabad,6,6,1.60 Kanal,House
